SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q03,Q0301,Q0302,Q030301,Q030302,Q0307,Q030801,MQ030902,Q030902
1,1,64,12,2,6,13,11,1,2024,1, ,2500,3, ,1,4,10,22,1,99,7,8150, 
1,1,30,8,1,1,3,3,1,2024,1, ,2000, , ,1,10,22,29,2,3,2,3779, 
98,1,45,1,2,4,10,6,1,2023,4,1,1600,1, ,2,4,3,9,1,1,7,5300, 
98,1,56,10,2,5,7,7,1,2023,4,1,1600,1,5,2,7,19,21,1,8,2,5020, 
98,1,37,13,2,4,5,3,1,2023,1, ,2000,1, ,2,9,22,2,1,99,3,6160, 
5,1,54,10,2,6,6,5,1,2024,4,1,1600,1,5,2,6,18,1,3,8,6,4600, 
98,1,59,13,2,6,7,7,1,2023,4,1,1600,1,7,4, , , , , , , , 
98,1,59,8,2,6,5,4,1,2024,1, ,1300,1, ,1,10,27,9,1,99,99,3025, 
5,1,56,17,2,5,5,5,1,2023,1, ,1300,1, ,2,10,19,26,1,9,7,2500, 
98,1,51,13,2,6,5,3,1,2023,1, ,2500,1,5,2,4,16,7,1,8,5,4300, 
98,1,52,8,97,6,7,4,1,2023,1, ,2200,1,5,3,7,5,20,1,99,6,4300, 
98,1,59,4,97,1,5,5,1,2024,2, ,3500,1,2,1,7,10,21,1,9,5,3400, 
98,1,44,1,1,1,5,5,1,2023,1, ,1600,1, ,1,12,8,8,1,8,6,3550, 
1,1,44,1,2,5,10,5,1,2024,4,1,1600,1,7,4, , , , , , , , 
98,2,38,9,2,4,6,2,1,2023,1, ,1600,1, ,1,3,19,17,1,99,99,2500, 
2,1,51,11, , , , ,1,2022,3, ,3000,3, ,1,11,26,13,3,99,99, , 
98,1,58,4,2,5,6,4,1,2024,4,1,1600,1,5,2,11,22,29,1,8,99,4300, 
1,2,50,8,2,5,4,1,1,2022,1, ,2000,1, ,3,2,2,18,1,1,99, ,99
98,2,34,3,1,6,7,3,1,2024,1, ,2000,3, ,1,6,3,13,3,1,13,5300, 
98,1,62,1,2,6,6,1,1,2024,1, ,1600,1, ,1,12,27,17,1,9,2,2600, 
98,1,59,3,2,6,12,12,1,2024,1, ,3000,3, ,2,12,21,1,1,4,14,8200, 
98,1,38,3,1,1,4,4,1,2023,1, ,1600,1, ,1,6,8,28,3,99,6,3692, 
98,2,72,13,2,6,6,1,1,2022,3, ,2000,3, ,3,8,20,20,1,2,5,3805, 
98,1,49,1,2,5,7,5,1,2021,5, , , , ,1,6,5,20,2, , ,6500, 
98,1,67,3,2,7,99,99,1,2023,1, ,1500,3, ,2,3,5,2,1,8,7,3400, 
1,1,68,10,2,7,5,5,1,2023,4,1,1600,1,6,2,12,20,8,3,4,99, ,99
98,1,55,8,2,6,6,5,1,2023,2, ,2000,1,5,2,12,18,1,1,99,5,3500, 
98,1,49,8, , , , ,1,2024,1, ,1000, ,5,2,11,97,30,1, , ,2015, 
4,1,58,8,2,6,10,6,1,2023,1, ,1300,1, ,3,13,1,25,1,9,6,3600, 
98,1,52,6,2,5,11,11,1,2022,3, ,2200,3, ,1,6,3,9,1,1,11,8030, 
98,1,48,1,2,5,5,5,1,2023,3, ,2000,1, ,2,7,20,20,1,1,13,5217, 
98,1,46,1, , , , ,1,2024,1, ,3800,1,7,2,4,8,13,1,99,5,4800, 
98,1,62,1,2,7,9,5,1,2023,4,1,1600,1, ,1,12,21,13,1,2,7,3900, 
98,2,37,7,2,4,4,1,1,2022,1, ,3300,3, ,3,4,20,16,1,6,99,8000, 
98,1,64,15,2,7,4,4,1,2024,1, ,1600,1, ,1,7,1,2,1,8,7,3600, 
98,1,63,3,2,6,12,9,1,2021,3, ,3000,3, ,1,6,19,7,1,1,11,10188, 
98,1,43,8,2,4,11,8,1,2024,1, ,2500,1,5,1,11,27,9,1,99,7,5000, 
98,1,57,4,2,6,6,6,1,2024,4,1,1600,1, ,1,7,13,5,1,99,1,5500, 
4,1,39,1,2,3,6,4,1,2021,1, ,1400,1, ,2,4,20,21,1,9,8,3000, 
2,1,51,8,1,1,7,7,1,2022,5, , , , ,1,13,9,23,2, , , , 
4,1,56,8,2,6,8,3,1,2023,1, ,3000,3, ,2,8,8,22,1,8,6,10000, 
5,1,52,8,2,6,7,5,1,2023,3, ,2200,1,7,1,10,22,9,1, , , , 
98,1,58,5,2,6,10,8,1,2023,4,1,1600,1, ,2,4,6,20,1,99,99,5350, 
98,2,34,6,1,1,3,3,1,2024,4,1,1600,1, ,2,10,20,20,1,8,7,4100, 
2,1,42,1,2,4,9,6,1,2022,5, , , , ,1,12,7,8,2, , ,7359, 
5,1,45,8,2,4,11,11,1,2024,1, ,2500,3, ,1,12,8,1,2,11,6,7400, 
1,2,43,8,2,5,11,10,1,2023,1, ,3000,3, ,1,8,22,26,1,4,9, , 
3,1,58,1,1,4,1,99,1,2021,5, , , , ,4, , , , , , , , 
3,1,58,1,1,4,1,99,1,2021,5, , , , ,4, , , , , , , , 
98,1,47,10,2,5,11,10,1,2023,1, ,2500,3,5,1,12,3,14,1,8,7,8200, 
2,2,49,8,2,6,8,1,1,2023,1, ,1200,1, ,2,2,19,28,3,12,8,2000, 
98,1,42,3,2,5,13,13,1,2022,5, , , , ,1,4,8,13,1,99,9, , 
98,1,55,3,2,5,11,5,1,2024,5, , , , ,2,6,21,20,1,1,13,4654, 
98,1,61,10,2,7,9,6,1,2023,1, ,1500,1, ,2,12,18,7,1,8,3,3800, 
5,1,48,1,2,3,11,4,1,2024,1, ,2500,1, ,1,11,10,17,1,4,7,3900, 
98,2,46,2,97,5,8,8,1,2023,1, ,3000,3, ,3,9,8,9,1,1,14,10000, 
98,1,45,6,2,5,5,4,1,2023,1, ,3600,3, ,1,9,8,13,1,1,14,6580, 
3,1,44,8,2,5,6,3,1,2022,1, ,2000,1, ,3,8,7,7,1,99,8,6630, 
5,1,49,8,2,5,8,7,1,2024,3, ,2200,1,7,1,10,27,1,1, , , , 
98,1,40,10,2,4,7,4,1,2024,1, ,2000,3, ,2,3,27,7,1,8,9,7400, 
98,1,54,8,97,1,5,5,1,2024,1, ,2000,3, ,1,8,10,2,2,1,99,6670, 
5,2,42,15,2,5,7,3,1,2024,4,1,1600,1,6,3,11,8,9,1,10,8,5000, 
98,1,43,8,2,4,8,7,1,2023,5, , , , ,2,9,7,25,2, , ,5956, 
5,1,66,4,2,7,11,11,1,2023,1, ,2400,3, ,1,7,20,7,1,8,6,4790, 
5,2,29,8,1,1,12,12,1,2022,1, ,2000,3, ,1,4,8,7,1,9,7,5130, 
98,2,47,10,2,5,3,2,1,2024,3, ,2200,2,5,3,3,21,10,1,8,2,4700, 
98,1,51,1,2,6,12,11,1,2023,5, , , , ,2,7,20,2,1,1,13,10820, 
98,1,52,13,2,5,9,9,1,2024,1, ,2900,3, ,3,3,21,2,1,1,9, , 
98,1,40,3,2,4,5,3,1,2022,5, , , , ,2,7,3,18,2,8,6,8110, 
98,1,54,12,2,6,5,4,1,2024,4,1,2000, , ,3,6,22,17,1,1,7,4287, 
98,1,37,15,1,1,3,3,1,2023,5, , , , ,1,6,8,19,1, , ,5699, 
98,2,34,11,2,4,4,98,1,2022,5, , , , ,3,2,8,18,2, , ,6000, 
98,1,43,8,2,2,4,4,1,2024,5, , , , ,2,99,5,20,1,99,1,4793, 
98,1,54,14,2,6,4,4,1,2023,1, ,1500,1, ,2,6,27,24,1, , ,4200, 
98,1,56,1, , , , ,1,2023,5, , , , ,1,8,20,26,1,9,99,8260, 
98,1,44,10,1,1,2,2,1,2023,4,1,1600,1, ,1,7,7,21,3,2,7,4500, 
98,2,57,14,2,6,5,4,1,2024,1, ,1600,1, ,1,12,27,13,1,8,2,3274, 
5,2,42,8,1,1,11,11,1,2022,5, , , , ,2,2,9,1,1,99,13,6000, 
98,2,30,8,2,4,4,2,1,2024,1, ,1500,1, ,3,12,22,17,1,9,5,2880, 
4,2,39,10,2,5,6,1,1,2023,4,1,1600,1, ,3,4,22,26,1,1,5, ,99
98,2,43,15,1,7,7,3,1,2024,4,1,1600,1, ,1,12,8,29,3,99,6,4000, 
98,2,47,4,2,5,13,98,1,2021,1, ,2000,1, ,2,3,22,22,1,6,7,4800, 
98,1,29,10,1,1,5,5,1,2023,1, ,1600,1, ,1,6,22,26,1,8,1,3422, 
98,1,56,3,2,7,5,4,1,2023,3, ,2200,2, ,2,9,22,30,2,99,2,4000, 
98,2,68,1,2,7,11,10,1,2024,1, ,3000,3, ,3,13,21,26,1,8,99,13490, 
5,1,38,12,2,4,6,2,1,2023,1, ,2500,1,6,2,2,17,26,1,8,7,4800, 
98,1,41,3,2,5,6,4,1,2023,1, ,2500,1, ,3,9,19,10,1,99,3,6200, 
98,1,47,8,2,3,6,6,1,2024,1, ,1600,1, ,2,6,27,7,1,8,99,3689, 
4,1,41,3,2,5,13,13,1,2022,5, , , , ,2,7,22,18,3, , , , 
98,1,44,2,1,6,10,6,1,2024,3, ,2000,1, ,1,7,8,26,3,1,13,4440, 
98,1,48,8,2,5,5,5,1,2021,1, ,3000,3, ,2,4,10,30,1,1,8,6600, 
1,2,40,10, , , , ,1,2023,1, ,2500,3, ,2,2,27,13,1,99,5,6800, 
1,1,63,11,2,6,12,7,1,2024,1, ,2500,3, ,2,12,5,8,1,8,5,7530, 
98,1,38,14,2,4,6,3,1,2021,1, ,2000,3, ,3,3,21,2,1,1,13,7000, 
98,2,31,1,1,1,99,99,1,2024,4,2,3500,3, ,1,98,1,29,1,9,99, ,99
98,2,50,8,2,3,6,98,1,2024,4,1,1600,1, ,2,8,19,29,1,8,5,4000, 
98,2,67,8,2,7,2,2,1,2022,4,1,3000,2, ,4, , , , , , , , 
98,1,44,8,2,5,8,6,1,2023,1, ,2000,3, ,2,6,27,25,1,99,99,7500, 
98,1,45,9, , , , ,1,2023,1, ,1600,1, ,1,9,1,14,1,1,3,3200, 
1,1,62,2,2,6,7,6,1,2021,4,2,2000,1, ,2,7,27,2,1,1,14,6960, 
98,1,57,14, , , , ,1,2023,1, ,2000,3, ,1,99,8,24,1,11,99,7800, 
98,2,51,5, , , , ,1,2023,1, ,1600,1, ,3,12,2,30,1,9,5,3700, 
98,1,52,8,2,3,7,7,1,2024,1, ,1600,1, ,1,13,17,7,1,4,7,3260, 
98,1,35,8,2,4,5,1,1,2023,4,1,1600,1,6,1,12,3,20,1,99,99,4747, 
98,2,50,11,2,5,7,7,1,2024,1, ,3500,1, ,2,12,10,5,2, , , , 
98,1,52,8,2,5,8,8,1,2024,1, ,2500,1, ,1,12,19,17,1,1,7,4500, 
1,1,48,8,2,5,10,1,1,2023,1, ,3000,2, ,2,9,27,10,1,99,4,13450, 
5,1,42,8,1,1,5,5,1,2023,4,2,2000,1, ,1,6,26,2,3,1,14,6700, 
98,2,67,4,2,7,6,4,1,2024,4,1,1600,3,6,3,6,17,24,1,5,5,5000, 
98,1,46,1,2,4,3,3,1,2023,1, ,2000,1, ,1,3,5,25,1,1,10,4500, 
98,1,37,5,2,4,8,8,1,2023,1, ,3800,3, ,1,7,20,17,1,97,8,19390, 
98,2,47,11,1,1,9,9,1,2024,4,1,1600,3, ,3,8,21,20,1,99,2,4300, 
5,1,61,8,2,6,3,3,1,2022,5, , , , ,3,7,4,20,2,3,6,5500, 
98,2,60,15,2,6,5,5,1,2024,1, ,1600,1, ,3,5,5,24,3,1,99, ,99
4,2,50,8,2,5,10,4,1,2023,1, ,2500,3, ,3,4,20,13,1,99,99, ,99
98,1,65,4,2,6,5,4,1,2024,4,1,2000,1, ,1,3,22,20,1,10,6,4370, 
98,1,52,8,97,1,5,5,1,2023,3, ,2200,1,7,1,12,17,26,2,8,5,5850, 
98,2,55,1,97,1,3,3,1,2024,4,1,2500,1, ,1,5,20,23,1,1,6,4270, 
98,1,57,14,2,2,4,2,1,2024,1, ,2500,3, ,1,4,17,7,1,99,2,8000, 
4,1,61,3,2,6,5,2,1,2023,3, ,2200,1,11,1,4,5,9,1,8,5,3700, 
98,1,31,8,2,4,5,3,1,2024,5, , , , ,1,7,7,21,2,1,9,6090, 
2,1,62,4, , , , ,1,2021,1, ,1500,1, ,2,7,8,24,1,13,13,3690, 
98,2,31,5,1,6,5,2,1,2023,1, ,1000, ,5,1,13,3,18,3,8,5,1920, 
98,1,68,9, , , , ,1,2023,4,1,1600,3,7,1,11,27,9,1,8,99,4700, 
4,2,42,4,2,5,7,1,1,2024,3, ,2000,3, ,2,2,20,7,1,1,11, ,99
98,1,48,8,2,3,8,5,1,2024,1, ,1300,1, ,3,10,27,13,1,8,9,3000, 
98,1,49,8,2,3,4,4,1,2023,3, ,2000,1, ,4, , , , , , , , 
2,1,49,8,2,5,11,11,1,2021,1, ,3000,1, ,1,10,8,6,1,1,11,7300, 
1,1,35,1,1,1,3,3,1,2023,1, ,2500,1,5,1,5,8,5,3,1,6,4500, 
98,2,63,9,2,6,5,2,1,2024,1, ,1600, , ,3,6,18,17,1,9,99,2500, 
98,2,57,8,2,6,6,3,1,2023,4,2,2000,3, ,2,7,15,2,1,8,5,9000, 
98,1,63,13,2,7,4,3,1,2023,5, , , , ,2,6,9,7,2,1,8,5490, 
4,1,39,8,2,5,5,5,1,2022,1, ,2000,3, ,1,3,22,13,1,1,13,8200, 
2,1,32,8,1,6,11,4,1,2023,5, , , , ,1,11,8,26,2,10,7, ,99
98,1,57,13,97,1,4,4,1,2023,4,1,1600,1, ,1,3,13,13,1,8,5,3800, 
98,1,57,10,2,7,6,5,1,2024,4,1,1600,1, ,2,13,7,20,1,8,5,4376, 
5,1,56,2, , , , ,1,2023,5, , , , ,2,11,4,29,1,1,11,8110, 
98,1,49,1,2,5,8,7,1,2024,1, ,2000,3, ,2,9,27,17,1,1,7,5880, 
98,2,45,8,2,2,6,5,1,2023,5, , , , ,1,4,7,7,1,1,5, ,99
98,1,36,8,2,4,5,5,1,2024,5, , , , ,1,4,8,6,2, , , ,99
5,1,35,11,2,4,7,5,1,2023,1, ,3000,3, ,2,3,3,6,1,1,14,9000, 
98,1,39,4,2,4,4,4,1,2023,5, , , , ,2,13,3,18,2, , ,5699, 
5,1,37,8,2,2,11,6,1,2023,1, ,2000,1, ,1,3,8,1,1, , ,7200, 
5,1,26,4,1,6,3,98,1,2023,1, ,2000,1, ,1,2,3,1,3,1,13,5500, 
1,1,26,15,1,6,11,4,1,2023,5, , , , ,1,9,97,26,2, , ,5699, 
5,1,46,8,2,5,9,9,1,2023,1, ,2000,3, ,1,6,1,10,3,1,4,10525, 
98,1,37,1,2,3,13,11,1,2023,1, ,2000,3, ,3,9,8,26,3,1,11,8700, 
98,1,36,14,1,1,3,3,1,2024,5, , , , ,1,8,3,7,2, , ,5499, 
5,1,49,8,97,1,6,6,1,2024,1, ,2000,1, ,1,8,7,28,1,1,12,5000, 
98,1,28,10,2,2,5,2,1,2024,5, , , , ,1,99,22,9,2,1,99,5299, 
5,1,41,1,1,1,7,7,1,2023,1, ,4500,3, ,1,4,7,6,1,1,14,14250, 
4,1,37,8,1,1,10,10,1,2024,5, , , , ,1,3,5,8,2, , ,6200, 
2,2,39,1,2,2,12,9,1,2024,4,1,2000,3, ,2,7,22,29,1,99,99,8000, 
98,1,42,8,2,4,9,4,1,2023,3, ,2000,3, ,1,9,3,14,1,1,14,7190, 
98,1,47,5,2,5,7,4,1,2024,1, ,2000,1, ,2,3,10,7,1,8,7,7300, 
98,1,60,1,2,6,8,8,1,2024,1, ,2000,3, ,1,4,27,26,1,99,3,6420, 
98,1,48,1,2,5,6,6,1,2023,1, ,2000,1, ,1,6,19,29,1,1,7,4800, 
5,1,41,1,2,5,8,8,1,2023,1, ,2000,1, ,2,4,21,2,1,1,14,6600, 
4,1,29,8,2,2,99,99,1,2023,5, , , , ,2,3,25,13,1,1,99, ,99
98,1,59,8,2,7,10,6,1,2024,1, ,2000,3, ,2,4,21,2,1,1,7, ,99
5,2,47,3,2,6,3,1,1,2023,3, ,2200,3, ,4, , , , , , , , 
2,1,67,1,2,6,8,99,1,2024,1, ,2000,3, ,3,5,5,2,1,99,99, ,99
98,1,33,14,2,4,6,6,1,2024,1, ,3000,2, ,2,9,19,13,2,1,14,13900, 
98,1,54,8,2,5,11,8,1,2024,1, ,2000,3, ,2,99,18,2,1,99,13,12180, 
4,2,45,5,2,5,8,8,1,2023,4,1,2000,3, ,2,4,19,7,1,8,99,7800, 
98,1,44,3,2,5,6,5,1,2023,1, ,2000,3, ,2,12,27,7,1,99,5,6000, 
98,2,29,1,1,1,3,3,1,2023,1, ,2000,3, ,3,3,10,13,1,99,99, ,99
98,1,39,1,97,4,6,6,1,2023,1, ,2000,3, ,1,98,26,9,1,1,7,5270, 
2,1,45,8,2,5,11,8,1,2023,5, , , , ,1,99,3,7,2, , ,5900, 
5,2,34,8,1,1,3,3,1,2023,1, ,2000,3, ,2,4,18,7,1,1,5, ,99
98,2,52,1,2,6,11,11,1,2024,1, ,4300,3, ,3,13,27,10,1,8,99, ,99
98,1,49,15,2,5,11,11,1,2024,1, ,2000,3, ,2,6,8,14,1,8,7,7150, 
2,1,46,2,2,5,99,99,1,2023,4,2,2000,3, ,2,10,8,20,1,99,3,8640, 
5,2,34,4,2,2,8,5,1,2024,4,1,2000,3, ,1,9,26,17,1,4,13,6420, 
98,1,41,5,1,6,10,5,1,2023,5, , , , ,1,10,16,7,2, , ,5299, 
1,2,53,8,97,6,11,11,1,2024,1, ,2000,3, ,1,7,22,25,1,8,13,9630, 
98,1,28,8,1,6,10,5,1,2023,1, ,2000,3, ,1,8,17,13,3,1,10,6700, 
98,1,32,1,1,1,5,5,1,2024,5, , , , ,1,12,27,13,2, , ,5600, 
4,1,51,1,2,6,10,6,1,2023,1, ,2000,1, ,2,3,7,9,1,8,99,6900, 
98,1,40,8,2,2,7,4,1,2023,1, ,2000,3, ,2,12,19,7,1,1,13,7348, 
98,1,48,13,2,5,11,7,1,2024,1, ,2000,1, ,1,11,27,15,2,11,7,6500, 
98,1,34,4,1,1,3,3,1,2023,5, , , , ,1,6,97,23,1,1,99,6900, 
5,1,42,8,2,5,11,10,1,2023,1, ,3000,3, ,1,6,7,9,1,1,14,8150, 
98,1,34,8,2,4,8,5,1,2023,5, , , , ,1,6,3,17,2,1,6,5299, 
98,1,51,1,2,5,7,7,1,2023,5, , , , ,2,2,9,20,2,99,5,5299, 
98,1,39,7,2,5,8,5,1,2024,5, , , , ,1,99,26,26,2, , , ,99
98,1,36,2,1,6,7,4,1,2024,1, ,2000,3, ,1,9,8,26,1,1,13,8000, 
5,1,39,8, , , , ,1,2023,1, ,2000,3, ,2,8,7,25,1,99,99, ,99
98,1,43,8,2,2,7,4,1,2023,5, , , , ,2,6,8,2,2,1,5,5600, 
2,1,34,8,1,1,5,5,1,2023,1, ,3000,3, ,2,4,18,1,1,1,7,9500, 
98,1,40,8,2,5,4,4,1,2024,5, , , , ,2,10,5,7,2, , ,5299, 
5,2,40,2,2,3,6,3,1,2023,5, , , , ,3,8,27,18,2,99,9,5299, 
98,2,64,15,2,6,8,3,1,2023,4,1,2000,3, ,3,13,22,7,1,99,99, ,99
98,1,27,4,1,1,4,4,1,2023,1, ,2000,1, ,1,9,8,25,1,1,99,4900, 
98,1,38,4,2,4,8,7,1,2023,1, ,2000,3, ,1,6,22,26,1,1,10,7500, 
98,1,35,1,2,2,10,5,1,2023,3, ,2000,1, ,1,8,8,13,1,9,14,5217, 
98,1,37,12,1,1,5,5,1,2023,1, ,2000,3, ,1,3,21,16,3,1,11,7900, 
98,2,45,11,1,1,10,10,1,2024,1, ,2000,1, ,1,6,8,25,1,1,13,5700, 
5,1,25,8,1,1,13,13,1,2023,1, ,2000,3, ,1,6,8,1,1,99,2,8760, 
5,2,38,1,2,3,12,11,1,2023,1, ,3000,1, ,2,13,22,2,1,2,9,6500, 
4,1,26,8,1,1,10,10,1,2024,5, , , , ,3,6,8,17,2, , ,5299, 
98,1,34,8,2,4,10,6,1,2024,1, ,3000,3, ,2,11,22,13,1,1,14,8030, 
98,1,37,8,2,2,8,4,1,2023,5, , , , ,1,9,27,8,2,1,6,5299, 
98,1,31,8,1,6,11,5,1,2023,5, , , , ,1,99,3,26,2, , ,5299, 
98,2,37,12,1,4,13,3,1,2024,1, ,2400,3, ,2,9,22,7,1,8,7,7104, 
98,1,44,8,2,3,12,9,1,2023,1, ,2000,1, ,2,6,7,7,1,8,7,5740, 
98,1,35,6,2,4,7,4,1,2024,1, ,3000,3, ,2,6,3,9,1,1,14,8700, 
1,1,36,1,2,2,11,10,1,2024,1, ,2000,1, ,1,4,1,7,1,8,99,6800, 
98,1,33,11,1,1,3,3,1,2024,5, , , , ,2,12,3,21,2, , ,5500, 
98,1,53,12,2,6,10,10,1,2023,4,2,2000,1, ,2,3,28,7,1, , ,9000, 
3,1,46,1,2,3,11,10,1,2024,5, , , , ,1,7,27,21,2, , ,6100, 
98,1,61,15,2,6,6,3,1,2024,1, ,2000,3, ,1,9,20,97,1,99,5,7503, 
98,1,38,8,2,4,13,10,1,2024,1, ,2000,3, ,1,4,2,7,1,8,7,10000, 
2,1,34,5,2,4,5,3,1,2024,5, , , , ,2,4,8,7,1,1,13,5690, 
4,1,32,4,2,2,6,4,1,2024,5, , , , ,3,7,20,17,1,1,13,6170, 
98,1,40,4,2,3,6,4,1,2023,3, ,2000,3, ,2,10,27,26,1,11,8,7580, 
4,1,55,15,2,6,9,9,1,2024,3, ,2200,3, ,1,4,7,10,1,1,14,8030, 
98,1,38,1,1,6,11,10,1,2023,1, ,2000,1, ,1,11,8,13,1,99,5,7300, 
4,1,27,1,1,1,4,4,1,2024,5, , , , ,1,3,22,2,2, , ,6400, 
5,1,44,8,2,5,7,4,1,2023,1, ,2000,1, ,2,12,10,97,1,1,14,6090, 
98,1,51,2,2,5,10,9,1,2023,1, ,2000,3, ,2,8,22,7,1,8,7,7050, 
98,1,33,17,1,1,6,6,1,2024,5, , , , ,1,4,27,29,2, , ,5600, 
98,1,33,8,2,2,6,3,1,2024,5, , , , ,2,8,3,18,2, , ,5299, 
98,1,53,4,2,6,7,5,1,2023,1, ,3000,3, ,1,11,27,13,1,1,7,7500, 
98,1,33,10,1,1,5,5,1,2024,5, , , , ,1,10,8,2,2, , ,5999, 
2,2,51,8,2,5,8,3,1,2023,1, ,2000,1, ,2,3,7,2,1,99,99,7000, 
98,1,39,2,2,2,11,10,1,2023,1, ,2000,3, ,2,10,7,7,1,99,5,8000, 
98,1,54,1,2,6,7,5,1,2024,1, ,2000,3, ,1,99,10,2,1,13,9,9000, 
1,1,50,8,2,5,8,6,1,2023,5, , , , ,2,4,8,17,1,1,9,8110, 
98,1,43,1,2,3,8,6,1,2024,1, ,2000,1, ,1,6,10,1,1,1,9, ,99
98,2,27,9,1,6,99,4,1,2024,1, ,2000,1, ,1,5,19,14,1,1,8,4880, 
3,1,48,15,2,5,10,6,1,2024,5, , , , ,2,2,22,17,2,1,14,5500, 
98,1,34,8,2,4,10,10,1,2023,1, ,2000,3, ,1,3,20,28,1,1,7,7600, 
98,1,53,8, , , , ,1,2024,5, , , , ,1,6,20,17,1,1,14,11000, 
98,1,49,4,2,5,7,7,1,2024,1, ,2000,3, ,1,6,22,17,1,1,6,7072, 
98,1,45,8,1,1,11,11,1,2023,1, ,2000,3, ,2,3,19,25,1,1,13,6920, 
4,1,28,5,1,1,3,3,1,2024,1, ,2000,1, ,1,13,27,13,1,1,11, ,99
98,1,39,11,2,3,7,99,1,2024,1, ,2000,1, ,3,3,10,26,1,99,9,9100, 
98,1,35,8,2,4,6,3,1,2023,1, ,2000,1, ,1,8,20,22,1,1,99, ,99
4,1,46,2,2,5,11,7,1,2024,5, , , , ,1,4,27,13,1,8,7,5690, 
98,1,46,15,2,5,5,4,1,2023,1, ,2000,3, ,1,3,21,25,1,8,7,8700, 
98,1,34,15,97,4,4,4,1,2024,5, , , , ,1,9,3,20,2, , ,5299, 
5,2,40,16,2,4,5,1,1,2023,5, , , , ,2,2,27,14,1,99,3,5690, 
4,1,50,3,2,5,11,11,1,2022,3, ,2000,3, ,2,3,2,17,1,1,11,7072, 
98,2,33,11, , , , ,1,2022,1, ,2000,3, ,3,7,7,25,1, , ,5200, 
1,1,55,1,2,6,11,11,1,2024,1, ,3000,2, ,2,3,8,30,1,1,14,14000, 
98,1,31,8,2,2,6,3,1,2024,5, , , , ,2,9,8,25,2, , ,5800, 
98,1,37,12,2,4,4,4,1,2024,5, , , , ,2,9,7,14,1,1,7,6170, 
98,1,39,10,2,3,6,6,1,2023,3, ,2000,3, ,3,10,9,2,1,99,5,7938, 
98,2,32,1,2,2,7,2,1,2024,1, ,2000,1, ,3,9,20,8,1,1,9,4330, 
5,1,54,8,2,6,11,5,1,2023,3, ,2000,3, ,2,4,19,25,1,1,14,8000, 
4,1,52,8,2,6,10,10,1,2024,5, , , , ,1,6,4,21,2, , ,5299, 
5,1,65,4,2,7,5,5,1,2023,5, , , , ,2,3,8,22,2,1,7, ,99
98,2,57,1,2,6,11,10,1,2023,1, ,2000,3, ,2,4,21,7,1,99,99,7000, 
98,1,50,1,2,6,10,10,1,2024,1, ,2000,3, ,3,4,1,12,3,99,5,10000, 
98,1,39,13,1,1,6,6,1,2024,3, ,2000,1, ,1,6,8,13,1,1,7,5217, 
3,1,44,1,97,5,13,13,1,2024,5, , , , ,1,2,8,26,2, , ,5800, 
98,1,57,9,2,6,12,12,1,2023,1, ,2000,3, ,2,9,27,7,1,9,6,7350, 
2,1,56,8,2,6,10,5,1,2023,1, ,2000,3, ,2,3,27,2,1,1,13,6920, 
5,1,38,3,1,1,5,5,1,2023,5, , , , ,1,7,9,16,2, , ,5299, 
4,1,36,9,2,4,10,6,1,2023,1, ,2000,1, ,2,4,8,25,1,1,12,7330, 
3,1,36,12,2,4,8,4,1,2023,5, , , , ,1,3,7,7,2,1,9,5299, 
98,1,36,1,1,1,11,11,1,2023,5, , , , ,1,3,8,20,2, , ,5699, 
4,2,55,8,2,3,5,2,1,2023,1, ,2000,1, ,2,4,4,17,1,9,99, ,99
1,1,39,4,2,4,10,10,1,2023,1, ,2000,3, ,2,4,18,7,1,8,7,9500, 
98,1,37,8,2,2,11,5,1,2024,5, , , , ,2,7,8,2,1,1,13,6710, 
98,1,37,8,97,1,5,5,1,2024,1, ,2000,1, ,1,4,22,22,1,1,12,4700, 
5,1,29,3,1,1,4,4,1,2023,5, , , , ,1,6,20,8,2,2,6,5299, 
4,1,39,4,2,4,6,2,1,2023,5, , , , ,1,3,7,26,2, , ,5299, 
98,1,54,8,2,5,8,6,1,2024,5, , , , ,2,4,27,7,2, , ,6000, 
98,1,24,8,1,6,10,5,1,2024,5, , , , ,1,12,27,1,2, , ,5200, 
98,1,44,6,2,5,10,5,1,2024,5, , , , ,2,4,20,29,1,1,99,10990, 
5,1,61,8,2,6,11,7,1,2023,5, , , , ,2,11,27,2,1,99,7,6700, 
98,1,41,3,2,5,9,4,1,2024,1, ,2000,1, ,3,1,27,26,1,1,12,6730, 
98,1,36,8,97,1,2,2,1,2023,5, , , , ,1,4,18,9,3,2,12,6800, 
1,1,45,5,2,4,8,6,1,2023,5, , , , ,1,10,27,13,2, , ,6000, 
98,1,33,2,2,4,5,4,1,2024,1, ,3000,3, ,2,7,8,25,1,2,5,12250, 
98,1,60,1,2,6,8,6,1,2024,1, ,2000,1, ,2,10,8,25,1,1,11,7000, 
3,1,31,8, , , , ,1,2023,1, ,2000,3, ,2,4,27,7,1,8,7,7000, 
4,1,44,5, , , , ,1,2023,1, ,3000,3, ,1,12,7,16,3,1,14,9500, 
98,2,49,1,1,1,11,11,1,2023,1, ,2300,3, ,2,4,22,2,1,99,5,9630, 
